clientid,region,branch,client_gender,income,vehicle_production_year,vehicle_initial_assessment_value,age,had_car_loan,had_other_loans,loan_type,loan_initial_term,loan_initial_amount,loan_to_value_ratio,annual_percentage_rate,monthly_interest_rate,client_type,ratio
9890,region 2,branch 6,male,1200,1998,5280,27.0,0,0,leaseback,90,1680,0.318181818181818,36.2589782268803,3.374,regular,
9891,region 5,branch 5,male,0,1999,6000,46.0,0,0,leaseback,54,4800,0.8,38.1779766352679,3.374,regular,
9892,region 6,branch 5,male,960,2008,8160,27.0,0,0,leaseback,72,5760,0.705882352941177,35.1317591959893,3.374,regular,
9893,region 8,branch 2,male,1200,1998,7200,58.0,0,0,leasing,90,5280,0.733333333333333,36.4771420234564,3.374,regular,
9894,region 9,branch 4,male,2400,2004,17280,31.0,0,0,leasing,108,13824,0.8,34.6375668226835,3.374,regular,
9895,region 9,branch 4,male,960,2008,3456,26.0,0,0,leasing,54,2640,0.763888888888889,36.1189747972033,3.374,regular,
9896,region 9,branch 4,male,576,2000,6960,39.0,0,0,leasing,126,5520,0.793103448275862,35.3051207145892,3.374,regular,
9897,region 9,branch 4,male,576,1995,5280,23.0,0,0,leasing,54,4224,0.8,36.5187231690041,3.374,regular,
9898,region 8,branch 6,male,1440,2002,9600,40.0,0,0,leaseback,90,7200,0.75,36.6763918365969,3.374,regular,
9899,region 6,branch 6,male,576,1997,6480,24.0,0,0,leaseback,54,3840,0.592592592592593,36.6404596321393,3.374,regular,
9900,region 6,branch 6,female,480,2004,6240,34.0,0,0,leaseback,72,3840,0.615384615384615,35.1864594304452,3.374,regular,
9901,region 2,branch 5,female,6000,1999,6240,37.0,0,0,leaseback,54,4800,0.769230769230769,35.5828476434618,3.374,regular,
9902,region 9,branch 4,male,960,2001,5760,67.0,0,0,leaseback,108,4464,0.775,35.2417266657949,3.374,regular,
9903,region 6,branch 5,male,720,2007,8880,26.0,0,0,leaseback,90,7440,0.837837837837838,36.5973056687368,3.374,regular,
9904,region 8,branch 5,male,720,2005,7680,34.0,0,0,leaseback,54,4320,0.5625,35.3010381132092,3.374,regular,
9905,region 5,branch 6,female,384,1998,7200,42.0,0,0,leaseback,72,5760,0.8,36.2169165121648,3.374,regular,
9906,region 8,branch 5,male,1200,2000,7680,27.0,0,0,leaseback,54,6240,0.8125,36.7675784388512,3.374,regular,
9907,region 6,branch 6,male,1440,2003,7680,33.0,0,0,leaseback,108,6720,0.875,35.1366770470445,3.374,regular,
9908,region 8,branch 3,male,446,2001,7200,71.0,0,0,leasing,90,6000,0.833333333333333,36.0865649143349,3.374,regular,
9909,region 8,branch 3,male,2160,2006,13440,37.0,0,0,leaseback,108,11040,0.821428571428571,36.4710764272377,3.374,regular,
9910,region 2,branch 3,male,720,1997,5760,39.0,0,0,leaseback,72,4800,0.833333333333333,36.5814829653586,3.374,regular,
9911,region 5,branch 6,male,480,2008,18360,43.0,0,0,leaseback,90,10560,0.57516339869281,33.3416345240024,2.6710832771,regular,
9912,region 5,branch 5,male,1440,2000,4752,30.0,1,0,leaseback,54,4272,0.898989898989899,33.8491252230095,2.6710832771,regular,
9913,region 5,branch 6,male,0,2009,15120,30.0,0,0,leaseback,90,9600,0.634920634920635,33.54407752523,2.6710832771,regular,
9914,region 6,branch 5,female,1920,2012,10483,49.0,0,0,leaseback,90,7200,0.686813186813187,33.3664722286846,2.6710832771,regular,
9915,region 5,branch 5,male,960,2000,4080,47.0,0,0,leaseback,90,3600,0.882352941176471,33.642532947952,2.6710832771,regular,
9916,region 9,branch 4,male,0,2002,7344,27.0,1,0,leaseback,72,6576,0.895424836601307,32.1015821274985,2.6710832771,regular,
9917,region 5,branch 6,male,0,2002,7920,42.0,0,0,leaseback,36,2400,0.303030303030303,33.4888129517564,2.6710832771,regular,
9918,region 9,branch 4,male,0,2003,8208,50.0,0,0,leaseback,36,2400,0.292397660818713,33.7297920856058,2.6710832771,regular,
9919,region 8,branch 6,male,576,2007,7344,32.0,1,0,leaseback,54,6240,0.849673202614379,32.6392181398133,2.6710832771,regular,
9920,region 6,branch 5,male,1920,2008,12240,42.0,0,0,leaseback,36,5760,0.470588235294118,33.5987482712869,2.6710832771,regular,
9921,region 6,branch 5,male,2400,2002,10368,33.0,1,0,leaseback,108,8160,0.787037037037037,31.728331470674,2.6710832771,regular,
9922,region 6,branch 6,male,522,2015,24960,30.0,0,0,leaseback,90,16800,0.673076923076923,31.6129725064327,2.6710832771,regular,
9923,region 11,branch 6,male,701,2004,8160,59.0,0,0,leaseback,180,6240,0.764705882352941,31.2871329326443,2.6710832771,regular,
9924,region 3,branch 5,male,1200,2007,6854,52.0,1,0,leaseback,54,5280,0.7703081232493,29.7694750981944,2.6710832771,regular,
9925,region 8,branch 5,male,1344,1998,4608,38.0,0,0,leaseback,36,3840,0.833333333333333,29.8158886776574,2.6710832771,regular,
9926,region 3,branch 5,male,13056,2003,4838,46.0,1,0,leaseback,36,2880,0.595238095238095,28.7033574492952,2.6710832771,regular,
9927,region 6,branch 4,female,3360,2004,8640,40.0,1,0,leaseback,36,7776,0.9,30.4660931342816,2.6710832771,regular,
9928,region 5,branch 5,male,1680,2006,8400,31.0,0,0,leaseback,90,7200,0.857142857142857,29.6188493911049,2.6710832771,regular,
9929,region 8,branch 5,male,1200,2007,13440,52.0,0,0,leaseback,45,7200,0.535714285714286,30.0120481245376,2.6710832771,regular,
9930,region 5,branch 5,male,0,2008,7296,36.0,0,0,leaseback,36,1680,0.230263157894737,30.4308589669164,2.6710832771,regular,
9931,region 2,branch 5,male,1003,1998,5712,32.0,1,0,leaseback,54,4800,0.840336134453782,29.5097009874286,2.6710832771,regular,
9932,region 5,branch 6,male,0,2008,12672,35.0,0,0,leaseback,54,7200,0.568181818181818,30.508403812987,2.6710832771,regular,
9933,region 6,branch 6,female,0,1999,3936,38.0,0,0,leasing,54,3542,0.9,24.7873206032786,2.6710832771,regular,
9934,region 8,branch 6,male,0,2000,3432,23.0,0,0,leaseback,72,1920,0.559440559440559,30.7861301956912,2.6710832771,regular,
9935,region 5,branch 6,female,0,2009,27302,56.0,0,0,leaseback,54,14400,0.527426160337553,30.7877228139449,2.6710832771,regular,
9936,region 5,branch 6,male,835,2003,4320,24.0,0,0,leaseback,54,3600,0.833333333333333,28.7717118073355,2.6710832771,regular,
9937,region 3,branch 6,male,0,2002,11136,31.0,0,0,leaseback,90,7680,0.689655172413793,30.6169918391417,2.6710832771,regular,
9938,region 5,branch 6,male,0,2005,24960,62.0,0,0,leaseback,72,16800,0.673076923076923,28.8920089961126,2.6710832771,regular,
9939,region 6,branch 6,male,0,2016,23808,27.0,0,0,leaseback,72,21120,0.887096774193548,28.8854169674161,2.6710832771,regular,
9940,region 5,branch 5,male,4800,2006,13920,30.0,1,0,leaseback,54,9600,0.689655172413793,28.967437589882,2.6710832771,regular,
9941,region 3,branch 6,male,0,2000,3432,29.0,0,0,leaseback,90,2400,0.699300699300699,28.8285810313503,2.6710832771,regular,
9942,region 7,branch 7,male,0,2003,5616,38.0,0,0,leaseback,54,1680,0.299145299145299,29.2970706308228,2.6710832771,regular,
9943,region 5,branch 5,male,0,2006,8554,32.0,0,0,leaseback,54,7200,0.841750841750842,28.2949955665839,2.6710832771,regular,
9944,region 8,branch 6,male,0,2002,6144,37.0,0,0,leaseback,54,4320,0.703125,28.7409912782128,2.6710832771,regular,
9945,region 3,branch 6,male,0,1998,2640,51.0,0,0,leaseback,54,2189,0.829090909090909,29.0469624019093,2.6710832771,regular,
9946,region 5,branch 5,male,0,1999,3802,62.0,0,0,leaseback,36,1680,0.441919191919192,29.2222217770427,2.6710832771,regular,
9947,region 5,branch 5,male,0,2009,8640,47.0,1,0,leaseback,54,4800,0.555555555555556,29.2725514051399,2.6710832771,regular,
9948,region 5,branch 5,male,0,2005,20098,33.0,0,0,leaseback,90,12000,0.59708621925006,29.4459949638506,2.6710832771,regular,
9949,region 5,branch 6,male,0,2005,6552,52.0,0,0,leasing,36,3840,0.586080586080586,34.5056141340978,2.6710832771,regular,
9950,region 7,branch 7,male,3840,2011,46080,40.0,1,0,leaseback,54,28800,0.625,20.839618457882,2.5305,regular,
9951,region 5,branch 6,male,0,1999,5059,39.0,0,0,leaseback,72,3120,0.616698292220114,32.8893040228174,2.6710832771,regular,
9952,region 6,branch 6,male,1440,2006,3216,24.0,0,0,leaseback,36,1680,0.522388059701492,34.3680537839028,2.6710832771,regular,
9953,region 5,branch 5,male,0,2005,5904,29.0,0,0,leaseback,36,1920,0.32520325203252,35.9079713196052,2.6710832771,regular,
9954,region 7,branch 7,male,0,2005,10752,49.0,0,0,leaseback,72,7200,0.669642857142857,33.2883644598975,2.6710832771,regular,
9955,region 5,branch 5,male,0,2002,7795,40.0,1,0,leaseback,72,5424,0.695812807881773,32.8042452444019,2.6710832771,regular,
9956,region 9,branch 4,male,0,1999,4838,47.0,1,0,leaseback,72,3360,0.694444444444444,33.2413890117552,2.6710832771,regular,
9957,region 7,branch 7,male,0,1999,3840,33.0,0,0,leaseback,90,2640,0.6875,32.5593916906135,2.6710832771,regular,
9958,region 7,branch 7,male,960,2014,3744,31.0,1,0,leaseback,54,1680,0.448717948717949,34.9208238946028,2.6710832771,regular,
9959,region 6,branch 5,male,0,1998,4570,51.0,1,0,leaseback,54,2736,0.598739495798319,35.0161274473349,2.6710832771,regular,
9960,region 5,branch 6,male,1920,2008,7200,46.0,1,0,leaseback,90,4800,0.666666666666667,33.4993330154321,2.6710832771,regular,
9961,region 5,branch 5,male,1200,2012,20352,58.0,1,0,leaseback,90,7680,0.377358490566038,33.455186107406,2.6710832771,regular,
9962,region 3,branch 6,male,0,2007,8736,27.0,0,0,leaseback,36,4320,0.494505494505495,33.2641501888891,2.6710832771,regular,
9963,region 2,branch 5,male,2400,1999,4608,33.0,1,0,leaseback,54,3216,0.697916666666667,34.9723959030688,2.6710832771,regular,
9964,region 6,branch 5,male,0,2003,6120,37.0,1,0,leaseback,72,4176,0.682352941176471,33.649696414048,2.6710832771,regular,
9965,region 3,branch 5,male,1920,2010,11424,33.0,0,0,leaseback,54,4800,0.420168067226891,32.7277022794392,2.6710832771,regular,
9966,region 8,branch 6,female,1008,2008,19200,52.0,1,0,leaseback,90,12960,0.675,32.0817791008601,2.6710832771,regular,
9967,region 9,branch 6,male,0,2002,3360,48.0,0,0,leasing,72,1920,0.571428571428571,32.3634273178245,2.6710832771,regular,
9968,region 9,branch 4,male,701,2004,6480,43.0,0,0,leaseback,36,3840,0.592592592592593,33.2938490953723,2.6710832771,regular,
9969,region 5,branch 6,male,1426,2003,11520,38.0,0,0,leaseback,36,2880,0.25,33.26344262139,2.6710832771,regular,
9970,region 3,branch 2,male,0,2016,38400,28.0,0,0,leaseback,72,3600,0.09375,32.7173187160812,2.6710832771,regular,
9971,region 2,branch 6,female,960,2012,12000,28.0,0,0,leaseback,54,6240,0.52,32.3440789839022,2.6710832771,regular,
9972,region 5,branch 6,male,754,1997,7680,25.0,1,0,leaseback,54,2400,0.3125,29.6514764968613,2.6710832771,regular,
9973,region 5,branch 6,male,432,1999,5760,21.0,1,0,leaseback,90,4800,0.833333333333333,29.9598830748986,2.6710832771,regular,
9974,region 5,branch 2,male,528,2005,5760,34.0,0,0,leaseback,54,4320,0.75,33.4518020850854,2.6710832771,regular,
9975,region 11,branch 6,male,1536,2003,14400,36.0,0,0,leaseback,36,6720,0.466666666666667,33.5385331718862,2.6710832771,regular,
9976,region 8,branch 6,male,1219,2003,6720,36.0,0,0,leaseback,90,3360,0.5,32.770046048853,2.6710832771,regular,
9977,region 5,branch 5,male,1152,2000,7200,38.0,1,0,leaseback,36,5280,0.733333333333333,30.0452881390516,2.6710832771,regular,
9978,region 9,branch 4,male,418,2010,13440,30.0,0,0,leaseback,72,7200,0.535714285714286,33.5851914144564,2.6710832771,regular,
9979,region 1,branch 2,male,1920,1995,6240,38.0,0,0,leaseback,36,2400,0.384615384615385,35.5424059378299,2.6710832771,regular,
9980,region 2,branch 5,male,720,2007,3360,64.0,0,0,leaseback,36,1680,0.5,35.7359942029253,2.6710832771,regular,
9981,region 5,branch 6,male,0,2006,12960,34.0,0,0,leaseback,54,9600,0.740740740740741,33.7120706735667,2.6710832771,regular,
9982,region 6,branch 2,female,480,2000,5280,63.0,0,0,leaseback,90,3840,0.727272727272727,32.8778893458613,2.6710832771,regular,
9983,region 3,branch 6,male,0,1995,5280,55.0,0,0,leaseback,36,2880,0.545454545454545,35.3420453669016,2.6710832771,regular,
9984,region 8,branch 5,male,1440,2003,12480,67.0,0,0,leaseback,36,9600,0.769230769230769,35.0811400693361,2.6710832771,regular,
9985,region 5,branch 6,male,1200,2008,12000,36.0,1,0,leaseback,180,9600,0.8,30.2128899514932,2.6710832771,regular,
9986,region 6,branch 5,male,1680,1999,5280,50.0,0,0,leaseback,90,3840,0.727272727272727,33.0714842809146,2.6710832771,regular,
9987,region 5,branch 5,male,3120,2008,24000,40.0,0,0,leaseback,180,16800,0.7,32.2577006510759,2.6710832771,regular,
9988,region 3,branch 6,male,0,1999,7200,57.0,0,0,leaseback,90,6480,0.9,33.012535750757,2.6710832771,regular,
9989,region 6,branch 2,male,0,1997,2880,45.0,0,0,leaseback,90,2400,0.833333333333333,32.7714525114108,2.6710832771,regular,
9990,region 5,branch 5,male,1200,2004,7680,60.0,0,0,leaseback,90,5760,0.75,33.0232496285003,2.6710832771,regular,
9991,region 5,branch 6,female,0,1999,5280,45.0,0,0,leaseback,54,3360,0.636363636363636,33.9521800143023,2.6710832771,regular,
9992,region 7,branch 7,male,312,2001,5760,29.0,0,0,leaseback,54,3456,0.6,34.4010392182294,2.6710832771,regular,
9993,region 5,branch 5,male,494,1999,5760,40.0,1,0,leaseback,36,3840,0.666666666666667,30.8937078159455,2.6710832771,regular,
9994,region 6,branch 2,male,1200,1999,3360,30.0,1,0,leaseback,36,2880,0.857142857142857,30.4169945118886,2.6710832771,regular,
9995,region 5,branch 5,male,3360,2012,12960,50.0,0,0,leaseback,54,7200,0.555555555555556,34.4658299044701,2.6710832771,regular,
9996,region 6,branch 5,female,4800,2007,28800,39.0,0,0,leaseback,90,21600,0.75,32.8240407389798,2.6710832771,regular,
9997,region 7,branch 7,male,0,2001,5280,22.0,0,0,leaseback,72,2400,0.454545454545455,33.9141466146366,2.6710832771,regular,
9998,region 8,branch 5,male,720,2000,4800,70.0,1,0,leaseback,36,2880,0.6,35.3420453669016,2.6710832771,regular,
9999,region 5,branch 5,male,1200,2004,6240,48.0,0,0,leaseback,36,1680,0.269230769230769,36.2437973828749,2.6710832771,regular,
10000,region 6,branch 5,male,960,2007,13920,39.0,1,0,leaseback,36,7200,0.517241379310345,36.6372466422027,2.6710832771,regular,
10001,region 5,branch 5,female,1680,2006,6720,51.0,0,0,leaseback,90,4800,0.714285714285714,33.2373392087344,2.6710832771,regular,
10002,region 6,branch 2,female,1046,2007,11040,67.0,0,0,leaseback,36,7680,0.695652173913043,36.6276241813397,2.6710832771,regular,
10003,region 8,branch 6,male,0,1999,5760,30.0,0,0,leaseback,90,4560,0.791666666666667,32.9195071069028,2.6710832771,regular,
10004,region 6,branch 6,male,720,2009,7680,28.0,1,0,leaseback,36,4800,0.625,31.0690295277878,2.6710832771,regular,
10005,region 10,branch 1,female,0,2007,18720,60.0,0,0,leaseback,36,14400,0.769230769230769,35.4183892977214,2.6710832771,regular,
10006,region 5,branch 5,male,0,1999,6240,39.0,0,0,leaseback,36,4080,0.653846153846154,35.8606305117534,2.6710832771,regular,
10007,region 3,branch 6,male,470,1998,7680,55.0,0,0,leaseback,36,5760,0.75,36.1633922516011,2.6710832771,regular,
10008,region 7,branch 7,male,0,1996,6720,27.0,0,0,leasing,36,1680,0.25,37.2765095650782,2.6710832771,regular,
10009,region 9,branch 4,male,0,2001,11520,36.0,0,0,leaseback,36,7200,0.625,36.3805738913977,2.6710832771,regular,
10010,region 6,branch 5,male,1440,1999,5760,37.0,0,0,leaseback,36,4560,0.791666666666667,33.7319321607012,2.6710832771,regular,
10011,region 6,branch 2,male,960,2006,12960,26.0,0,0,leaseback,90,5760,0.444444444444444,31.6996909008826,2.6710832771,regular,
10012,region 5,branch 6,male,0,2007,31200,23.0,0,0,leaseback,36,24480,0.784615384615385,21.0042004394055,2.5305,regular,
10013,region 7,branch 7,male,0,2001,4800,66.0,0,0,leaseback,54,1680,0.35,32.7558385161956,2.6710832771,regular,
10014,region 6,branch 2,male,0,2003,8160,33.0,0,0,leaseback,90,6480,0.794117647058823,32.0607100243912,2.6710832771,regular,
10015,region 3,branch 6,male,0,2002,10560,36.0,0,0,leaseback,36,3840,0.363636363636364,32.7001358668583,2.6710832771,regular,
10016,region 3,branch 6,male,0,2004,3840,47.0,0,0,leaseback,36,2400,0.625,34.1804444556011,2.6710832771,regular,
10017,region 5,branch 2,male,960,2007,7680,35.0,0,0,leaseback,36,3840,0.5,34.138623810396,2.6710832771,regular,
10018,region 5,branch 5,male,720,2002,6720,44.0,0,0,leaseback,54,2400,0.357142857142857,33.1488648462928,2.6710832771,regular,
10019,region 5,branch 6,male,0,2006,11520,26.0,0,0,leaseback,36,4800,0.416666666666667,32.5297924792466,2.6710832771,regular,
10020,region 7,branch 7,male,0,2004,13440,49.0,0,0,leaseback,36,3360,0.25,33.0934077172258,2.6710832771,regular,
10021,region 10,branch 2,male,0,2006,12000,49.0,1,0,leaseback,90,8640,0.72,29.2937886738168,2.6710832771,regular,
10022,region 5,branch 2,female,1200,2011,16800,26.0,0,0,leaseback,36,10080,0.6,33.9701379010498,2.6710832771,regular,
10023,region 5,branch 5,male,3840,2008,8640,42.0,0,0,leaseback,36,4320,0.5,34.721225644198,2.6710832771,regular,
10024,region 3,branch 6,male,370,2007,10080,38.0,0,0,leaseback,72,4800,0.476190476190476,32.172050986572,2.6710832771,regular,
10025,region 6,branch 2,male,1200,2012,8160,51.0,0,0,leaseback,90,3840,0.470588235294118,32.5583677982774,2.6710832771,regular,
10026,region 5,branch 5,male,1200,2004,5760,37.0,0,0,leaseback,54,2880,0.5,33.2732813517113,2.6710832771,regular,
10027,region 9,branch 4,male,0,1996,5760,29.0,0,0,leaseback,36,1680,0.291666666666667,35.2337728794594,2.6710832771,regular,
10028,region 5,branch 5,male,960,2004,6720,29.0,0,0,leaseback,90,4800,0.714285714285714,32.5299890447522,2.6710832771,regular,
10029,region 5,branch 5,male,1056,2000,10080,30.0,1,0,leaseback,36,7680,0.761904761904762,34.7371537399372,2.6710832771,regular,
10030,region 9,branch 4,male,1157,2004,15840,38.0,0,0,leaseback,54,7200,0.454545454545455,32.5014967037475,2.6710832771,regular,
10031,region 9,branch 4,male,864,2013,21600,30.0,0,0,leaseback,36,17280,0.8,34.4146311743634,2.6710832771,regular,
10032,region 6,branch 2,male,0,2000,5280,42.0,0,0,leaseback,36,1680,0.318181818181818,35.2337728794594,2.6710832771,regular,
10033,region 3,branch 5,male,960,2005,10560,66.0,0,0,leaseback,36,4800,0.454545454545455,34.8201794337161,2.6710832771,regular,
10034,region 8,branch 5,male,1008,1997,5760,26.0,1,0,leaseback,54,4800,0.833333333333333,29.5097009874286,2.6710832771,regular,
10035,region 8,branch 6,male,643,2003,6720,36.0,0,0,leaseback,54,3360,0.5,32.7947697699496,2.6710832771,regular,
10036,region 9,branch 4,male,253,2008,24000,30.0,0,0,leaseback,90,16800,0.7,32.3228945154967,2.6710832771,regular,
10037,region 5,branch 6,male,0,2011,26400,28.0,0,0,leaseback,36,6720,0.254545454545455,35.5040642727641,2.6710832771,regular,
10038,region 7,branch 7,male,0,2007,3840,60.0,0,0,leaseback,36,2160,0.5625,35.3415155576924,2.6710832771,regular,
10039,region 5,branch 5,male,2880,2006,9120,41.0,1,0,leaseback,54,7296,0.8,30.2629105828607,2.6710832771,regular,
10040,region 5,branch 5,female,720,2005,8160,23.0,0,0,leaseback,36,2880,0.352941176470588,35.8453482391464,2.6710832771,regular,
10041,region 5,branch 2,male,1200,2006,12000,39.0,0,0,leaseback,27,7200,0.6,35.7128749006959,2.6710832771,regular,
10042,region 8,branch 2,male,3840,2000,8640,46.0,0,0,leaseback,36,4320,0.5,34.8448113230611,2.6710832771,regular,
10043,region 6,branch 5,male,1440,1999,5280,24.0,1,0,leaseback,36,2880,0.545454545454545,35.972045115476,2.6710832771,regular,
10044,region 6,branch 5,male,2400,2008,14880,25.0,1,0,leaseback,90,7200,0.483870967741935,29.5852035652667,2.6710832771,regular,
10045,region 5,branch 5,male,1248,2000,10560,27.0,0,0,leaseback,54,4800,0.454545454545455,33.8828140481909,2.6710832771,regular,
10046,region 3,branch 5,male,1200,2012,5760,31.0,0,0,leaseback,72,2880,0.5,33.5695126140711,2.6710832771,regular,
10047,region 3,branch 6,male,0,2007,13440,52.0,0,0,leaseback,36,4800,0.357142857142857,35.0682278583616,2.6710832771,regular,
10048,region 3,branch 6,male,0,1996,6720,23.0,0,0,leaseback,54,2400,0.357142857142857,33.594058874396,2.6710832771,regular,
10049,region 5,branch 6,male,0,1995,6240,47.0,0,0,leaseback,54,4992,0.8,34.2396320001761,2.6710832771,regular,
10050,region 6,branch 5,male,1680,1998,11520,53.0,0,0,leaseback,72,4080,0.354166666666667,33.3557979171049,2.6710832771,regular,
10051,region 3,branch 6,male,0,2007,3360,47.0,0,0,leaseback,36,1920,0.571428571428571,36.2897035168524,2.6710832771,regular,
10052,region 5,branch 6,female,264,2000,5760,68.0,0,0,leaseback,36,1920,0.333333333333333,35.6552389513948,2.6710832771,regular,
10053,region 7,branch 7,male,120,2000,7200,54.0,0,0,leaseback,54,5760,0.8,34.677446826428,2.6710832771,regular,
10054,region 2,branch 5,male,1200,2002,7200,30.0,0,0,leaseback,90,4320,0.6,33.1851644746568,2.6710832771,regular,
10055,region 5,branch 5,male,1200,2002,5760,31.0,0,0,leaseback,90,4320,0.75,33.4466434212822,2.6710832771,regular,
10056,region 6,branch 5,male,960,2004,6240,25.0,0,0,leaseback,36,4800,0.769230769230769,35.0682278583616,2.6710832771,regular,
10057,region 5,branch 5,female,720,2000,7680,37.0,1,0,leaseback,54,2400,0.3125,30.7857043671606,2.6710832771,regular,
10058,region 1,branch 5,male,0,2000,5760,27.0,0,0,leasing,54,3840,0.666666666666667,34.4699563975098,2.6710832771,regular,
10059,region 6,branch 2,male,1248,2003,6720,26.0,0,0,leasing,72,5760,0.857142857142857,33.3843852923355,2.6710832771,regular,
10060,region 5,branch 6,male,1200,1998,4320,62.0,0,0,leaseback,36,1680,0.388888888888889,33.639053869898,2.6710832771,regular,
10061,region 6,branch 2,male,0,1996,5280,26.0,0,0,leaseback,36,2400,0.454545454545455,33.454595331508,2.6710832771,regular,
10062,region 6,branch 5,male,2784,2009,17280,39.0,0,0,leaseback,36,5280,0.305555555555556,33.2209901141168,2.6710832771,regular,
10063,region 9,branch 4,male,1104,2003,2880,34.0,0,0,leaseback,36,1680,0.583333333333333,33.8807350508435,2.6710832771,regular,
10064,region 8,branch 5,male,0,2002,5760,49.0,0,0,leaseback,54,4320,0.75,32.6577189233248,2.6710832771,regular,
10065,region 3,branch 2,female,0,2007,19200,31.0,0,0,leaseback,54,7200,0.375,32.2419120505282,2.6710832771,regular,
10066,region 10,branch 1,male,1920,2002,6240,49.0,0,0,leaseback,72,3840,0.615384615384615,31.9910109951274,2.6710832771,regular,
10067,region 6,branch 5,male,1920,2000,8160,58.0,0,0,leaseback,54,5280,0.647058823529412,32.7134840404375,2.6710832771,regular,
10068,region 9,branch 4,male,0,1998,8160,26.0,0,0,leaseback,36,5280,0.647058823529412,33.8217318311565,2.6710832771,regular,
10069,region 3,branch 6,male,1680,2002,12000,42.0,0,0,leaseback,36,3360,0.28,33.4518772423112,2.6710832771,regular,
10070,region 6,branch 2,male,2400,2008,24000,54.0,1,0,leaseback,90,9600,0.4,29.3440530922733,2.6710832771,regular,
10071,region 3,branch 6,male,1680,2008,14400,40.0,0,0,leaseback,54,3360,0.233333333333333,32.3595366296455,2.6710832771,regular,
10072,region 6,branch 2,male,1440,1999,6720,70.0,0,0,leaseback,72,2880,0.428571428571429,32.7605327240575,2.6710832771,regular,
10073,region 5,branch 5,male,456,1996,6720,60.0,1,0,leaseback,54,5760,0.857142857142857,33.318474007243,2.6710832771,regular,
10074,region 7,branch 7,male,576,2003,8640,48.0,0,0,leaseback,72,4800,0.555555555555556,32.457927825652,2.6710832771,regular,
10075,region 5,branch 5,male,0,1996,6240,43.0,0,0,leaseback,36,1776,0.284615384615385,35.0746639300367,2.6710832771,regular,
10076,region 6,branch 2,female,1920,2000,8160,30.0,0,0,leaseback,54,4800,0.588235294117647,33.0791186151452,2.6710832771,regular,
10077,region 3,branch 2,male,893,1998,5280,35.0,0,0,leaseback,54,2400,0.454545454545455,32.5348816732513,2.6710832771,regular,
10078,region 1,branch 5,male,1440,2006,4800,38.0,0,0,leaseback,90,4320,0.9,32.2271196247783,2.6710832771,regular,
10079,region 6,branch 5,male,0,2014,16320,29.0,0,0,leaseback,36,7200,0.441176470588235,33.1692579054007,2.6710832771,regular,
10080,region 6,branch 2,male,960,2000,6240,34.0,1,0,leaseback,36,4320,0.692307692307692,29.3184462185608,2.6710832771,regular,
10081,region 3,branch 2,male,1440,2000,6240,47.0,0,0,leaseback,36,3120,0.5,35.0638669283367,2.6710832771,regular,
10082,region 10,branch 1,male,7200,2016,13920,26.0,1,0,leaseback,54,4800,0.344827586206897,33.5233669692816,2.6710832771,regular,
10083,region 8,branch 5,male,1200,1998,7680,43.0,1,0,leaseback,54,3840,0.5,29.3866316199218,2.6710832771,regular,
10084,region 8,branch 5,male,1152,1999,5280,51.0,0,0,leaseback,72,4752,0.9,33.0394103755821,2.6710832771,regular,
10085,region 5,branch 5,male,960,2005,8640,32.0,0,0,leaseback,54,7200,0.833333333333333,33.4700693871719,2.6710832771,regular,
10086,region 3,branch 5,male,0,2001,15360,35.0,0,0,leaseback,126,7200,0.46875,32.3374918199318,2.6710832771,regular,
10087,region 8,branch 2,male,0,1998,5280,36.0,0,0,leaseback,90,3840,0.727272727272727,32.8136729658488,2.6710832771,regular,
10088,region 5,branch 2,male,720,1998,5280,27.0,0,0,leasing,54,3840,0.727272727272727,34.0138037590445,2.6710832771,regular,
10089,region 6,branch 6,male,1440,1998,5280,49.0,1,0,leaseback,36,2400,0.454545454545455,30.039353620658,2.6710832771,regular,
10090,region 7,branch 7,male,720,2006,5280,23.0,0,0,leaseback,36,1680,0.318181818181818,35.9891925032081,2.6710832771,regular,
10091,region 5,branch 6,male,960,2003,8640,70.0,0,0,leaseback,54,3840,0.444444444444444,34.0138037590445,2.6710832771,regular,
10092,region 5,branch 5,male,960,1997,7680,31.0,0,0,leaseback,90,6240,0.8125,32.3773620525714,2.6710832771,regular,
10093,region 3,branch 2,male,0,1998,5280,29.0,0,0,leaseback,36,1920,0.363636363636364,35.5293953218447,2.6710832771,regular,
10094,region 5,branch 5,male,1200,2001,7200,24.0,0,0,leaseback,36,5280,0.733333333333333,35.7999978153017,2.6710832771,regular,
10095,region 6,branch 2,male,2400,2006,16800,33.0,0,0,leaseback,72,7200,0.428571428571429,33.4364116559781,2.6710832771,regular,
10096,region 6,branch 5,male,0,2002,9600,27.0,1,0,leaseback,36,2880,0.3,30.1947951265714,2.6710832771,regular,
10097,region 3,branch 2,male,2400,2011,14400,29.0,0,0,leaseback,90,6720,0.466666666666667,32.8805644837161,2.6710832771,regular,
10098,region 2,branch 5,male,1200,2006,10560,33.0,1,0,leaseback,126,8448,0.8,29.7498245683171,2.6710832771,regular,
10099,region 10,branch 1,male,955,2003,4800,26.0,0,0,leaseback,54,1680,0.35,34.3671555743906,2.6710832771,regular,
10100,region 5,branch 5,male,960,1996,6720,61.0,0,0,leaseback,36,4800,0.714285714285714,35.5684305794309,2.6710832771,regular,
